Max,Min,Average,Median
15082382,1862,6418148.4058,5774596.0
15209032,1837,7205195.5112,6637124.5
15418160,1910,6631713.901,6634505.5
9698968,1847,3773298.3504,3460557.0
9383559,1852,3599546.138,3292630.5
