Max,Min,Average,Median
222010,2050,10579.5568,2741.0
179989,2054,9959.908,2758.0
280847,2054,10098.328,2743.5
264488,2053,8580.5638,2752.0
429341,2034,9434.497,2752.0
191208,2040,7555.4402,2739.0
188085,2041,8341.1458,2727.0
249106,2040,8261.3552,2736.0
223468,2064,7663.77,2742.0
